thread,model,option,file,graph_id,node_id,node_name,predicted_ra_component_id,predicted_ra_component_name,node_score,check_constraints_log,avg_prompt_cost,total_llm_cost
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_camera,camera,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_radar1,radar1,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_radar2,radar2,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_traffic_lane_sensor,traffic_lane_sensor,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_induction_speed_sensor,induction_speed_sensor,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_optical_speed_sensor,optical_speed_sensor,comp.sensors,Sensors,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_acceleration_pedal,acceleration_pedal,comp.mobileact,Mobile_Platform_Actuators,0.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_brake,brake,comp.mobileact,Mobile_Platform_Actuators,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_accelerator,accelerator,comp.mobileact,Mobile_Platform_Actuators,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_panel,panel,comp.uiux,UI_UX_and_Infotainment,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_image_analysis,image_analysis,comp.ml,ML_AI_DL_Algorithms,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_distance_voter,distance_voter,comp.processing,Processing_Unit,0.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_overtaking_detection,overtaking_detection,comp.processing,Processing_Unit,0.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_speed_voter,speed_voter,comp.processing,Processing_Unit,0.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_panel_controller,panel_controller,comp.rtcontrol,Real_time_and_Critical_Control_Software,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_1_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_1.aaxl2,comp_speed_controller,speed_controller,comp.rtcontrol,Real_time_and_Critical_Control_Software,1.0,,766.0,3064
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_camera,camera,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_radar1,radar1,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_radar2,radar2,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_traffic_lane_sensor,traffic_lane_sensor,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_induction_speed_sensor,induction_speed_sensor,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_optical_speed_sensor,optical_speed_sensor,comp.sensors,Sensors,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_acceleration_pedal,acceleration_pedal,comp.mobileact,Mobile_Platform_Actuators,0.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_brake,brake,comp.mobileact,Mobile_Platform_Actuators,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_accelerator,accelerator,comp.mobileact,Mobile_Platform_Actuators,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_panel,panel,comp.uiux,UI_UX_and_Infotainment,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_data_acquisition,data_acquisition,comp.datacollection,Data_Collection,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_thr_image_analysis,thr_image_analysis,comp.ml,ML_AI_DL_Algorithms,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_thr_distance_voter,thr_distance_voter,comp.processing,Processing_Unit,0.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_thr_overtaking_detection,thr_overtaking_detection,comp.processing,Processing_Unit,0.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_thr_speed_voter,thr_speed_voter,comp.processing,Processing_Unit,0.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_panel_controller,panel_controller,comp.rtcontrol,Real_time_and_Critical_Control_Software,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_2_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_2.aaxl2,comp_speed_controller,speed_controller,comp.rtcontrol,Real_time_and_Critical_Control_Software,1.0,,807.2222222222222,7265
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_panel_controller,panel_controller,comp.rtcontrol,Real_time_and_Critical_Control_Software,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_panel,panel,comp.uiux,UI_UX_and_Infotainment,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_accelerator,accelerator,comp.mobileact,Mobile_Platform_Actuators,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_thr_overtaking_detection,thr_overtaking_detection,comp.processing,Processing_Unit,0.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_traffic_lane_sensor,traffic_lane_sensor,comp.sensors,Sensors,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_brake,brake,comp.mobileact,Mobile_Platform_Actuators,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_thr_distance_voter,thr_distance_voter,comp.processing,Processing_Unit,0.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_thr_speed_voter,thr_speed_voter,comp.processing,Processing_Unit,0.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_camera,camera,comp.sensors,Sensors,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_radar1,radar1,comp.sensors,Sensors,1.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_acceleration_pedal,acceleration_pedal,comp.mobileact,Mobile_Platform_Actuators,0.0,,1054.4545454545455,11599
2,chatgpt,1,mapping_AADL_Self_driving_car_integration_integration_functional_3_aaxl2.json,AADL-Self-driving-car_integration_integration_functional_3.aaxl2,comp_optical_speed_sensor,optical_speed_sensor,comp.sensors,Sensors,1.0,,1054.4545454545455,11599
